4 1 TRANS10165 tumblr_na0tm0ReHw1tj7hseo1_250 What does the woman do before talk ?lick lips	What does the woman do before talk ?wave	What does the woman do before talk ?sway on road	What does the woman do before talk ?sniff fire	What does the woman do before talk ?lean forward
1 2 TRANS26541 tumblr_nf3l77geE51tckhoro1_250 What does the team do before hug and cry ?lower body back down	What does the team do before hug and cry ?run	What does the team do before hug and cry ?hug	What does the team do before hug and cry ?change to wave down hand	What does the team do before hug and cry ?on mother
1 4 TRANS44257 tumblr_nki24gDtbq1u554gyo1_500 What does the cat do before try to get away ?raise a bottle	What does the cat do before try to get away ?walk	What does the cat do before try to get away ?close eye	What does the cat do before try to get away ?lie down on a sofa	What does the cat do before try to get away ?scratch wall
4 1 TRANS35698 tumblr_nig4b0b1ln1rs9adzo1_400 What does the man with a long hair do after sing ?run away	What does the man with a long hair do after sing ?hug the guitarist	What does the man with a long hair do after sing ?play guitar	What does the man with a long hair do after sing ?begin smile	What does the man with a long hair do after sing ?start walking
3 2 TRANS10016 tumblr_nhd8b6NZCS1u2xe60o1_400 What does the person do after spread white paint ?wink	What does the person do after spread white paint ?talk	What does the person do after spread white paint ?wipe paint away	What does the person do after spread white paint ?swing from one window	What does the person do after spread white paint ?fondle long hair
3 0 TRANS49160 tumblr_n8tpxstbsq1rtoccto1_500 What does the woman do after look to side ?open mouth	What does the woman do after look to side ?shake fists	What does the woman do after look to side ?laugh	What does the woman do after look to side ?smile	What does the woman do after look to side ?kick a ball
4 3 TRANS42023 tumblr_na3mc8CWtH1qls9cco2_500 What does the guy do before point ?lift other foot	What does the guy do before point ?step back	What does the guy do before point ?open mouth	What does the guy do before point ?laugh	What does the guy do before point ?drop arm
4 0 TRANS45237 tumblr_nrae7mMdrN1ua4mf8o1_400 What does the cat do before cheese on face ?face clean	What does the cat do before cheese on face ?run to base	What does the cat do before cheese on face ?throw arm out	What does the cat do before cheese on face ?jump	What does the cat do before cheese on face ?pick up dog
3 0 TRANS52997 tumblr_n9ucquiHjd1ttbhulo1_500 What do the man who wears a sunglass do before stand on the street ?open a car door	What do the man who wears a sunglass do before stand on the street ?shake head	What do the man who wears a sunglass do before stand on the street ?smile	What do the man who wears a sunglass do before stand on the street ?throw a fork	What do the man who wears a sunglass do before stand on the street ?stick out tongue
3 4 TRANS22391 tumblr_naxkebyfCU1ta0pdyo1_500 What does the man do before lift hand up ?bow head	What does the man do before lift hand up ?lift woman's arm	What does the man do before lift hand up ?bend forward	What does the man do before lift hand up ?brush hair out of face	What does the man do before lift hand up ?talk
2 0 TRANS999 tumblr_nd1cadaCNH1sops1co1_250 What does the man do before hold up hand ?sing	What does the man do before hold up hand ?exhale smoke	What does the man do before hold up hand ?point at screen	What does the man do before hold up hand ?removes hoodie	What does the man do before hold up hand ?kneel
4 1 TRANS36132 tumblr_nrlc3i7KYK1sqiy4oo1_400 What does the guy in back do after raise arm ?speak	What does the guy in back do after raise arm ?bounce	What does the guy in back do after raise arm ?eat the chicken	What does the guy in back do after raise arm ?open eyes wide	What does the guy in back do after raise arm ?talk when camera zoom in
4 0 TRANS41093 tumblr_na245llSHb1svwr57o1_500 What does the woman on the right do before bump head with a man on the left ?smile	What does the woman on the right do before bump head with a man on the left ?run with pole	What does the woman on the right do before bump head with a man on the left ?hit wall with broom	What does the woman on the right do before bump head with a man on the left ?kick leg	What does the woman on the right do before bump head with a man on the left ?drop it
2 0 TRANS33062 tumblr_ni05so1zMe1qagkngo1_500 What does the boy do after sing ?begin to take off jacket	What does the boy do after sing ?slap the man in the face	What does the boy do after sing ?hug a man	What does the boy do after sing ?bounce	What does the boy do after sing ?flip hair
1 0 TRANS24394 tumblr_ngbvduimWV1u5x3t7o1_400 What does the woman do after dance ?freeze	What does the woman do after dance ?smile	What does the woman do after dance ?sing into microphone	What does the woman do after dance ?walk away	What does the woman do after dance ?front of their faces
4 2 TRANS50011 tumblr_n9n3w8BNg91tfj40ro1_400 What does the man do before put up arm ?smile	What does the man do before put up arm ?laugh	What does the man do before put up arm ?step off car	What does the man do before put up arm ?hang upside down	What does the man do before put up arm ?lie back
2 0 TRANS45315 tumblr_narpfhWzYa1rg2esto1_400 What does the man on left do before move right ?touch chin	What does the man on left do before move right ?raise arm	What does the man on left do before move right ?walk left	What does the man on left do before move right ?run	What does the man on left do before move right ?stop spinning
4 0 TRANS37646 tumblr_nrkv3gO5vR1s4eg66o1_400 What does the woman do after fix hair ?talk to camera	What does the woman do after fix hair ?lift head up	What does the woman do after fix hair ?swing	What does the woman do after fix hair ?lean on barbell	What does the woman do after fix hair ?flip hair behind shoulder
4 1 TRANS34192 tumblr_nkgh9qN2aw1s71nvbo1_400 What does the man do after come to a crowd ?open umbrella	What does the man do after come to a crowd ?beat people	What does the man do after come to a crowd ?hide behind doll	What does the man do after come to a crowd ?disappear	What does the man do after come to a crowd ?slide to a stop
4 2 TRANS8479 tumblr_n9s3hg7Ld31ti9iujo1_250 What does the man do before eat food ?frown	What does the man do before eat food ?pucker lips	What does the man do before eat food ?bounce in seat	What does the man do before eat food ?swivel hips	What does the man do before eat food ?speak to a woman
0 4 TRANS17619 tumblr_nhd30eA5R91u719d2o1_400 What does the woman do before make a heart with hand ?remove from mouth	What does the woman do before make a heart with hand ?land jump	What does the woman do before make a heart with hand ?run with other cat	What does the woman do before make a heart with hand ?lower both arm	What does the woman do before make a heart with hand ?smile
3 2 TRANS45044 tumblr_ncecowzOHz1tky8vdo1_400 What does the girl in red do after run ?close mouth	What does the girl in red do after run ?open object	What does the girl in red do after run ?shake pony tail	What does the girl in red do after run ?run forward	What does the girl in red do after run ?point to the camera
4 2 TRANS48379 tumblr_nr6wu9RNsq1uz4yjlo1_500 What does the woman do before turn body around ?talk with a woman	What does the woman do before turn body around ?look to left	What does the woman do before turn body around ?stroke hair	What does the woman do before turn body around ?pick up guitar	What does the woman do before turn body around ?stand up
1 4 TRANS7359 tumblr_ncmzvv66u11tfq1y0o1_250 What does the man do before laugh ?paw at toy	What does the man do before laugh ?pat cat on head	What does the man do before laugh ?skate	What does the man do before laugh ?dance	What does the man do before laugh ?pet puppy
2 1 TRANS57017 tumblr_n7qshb2AJP1sug4g8o1_500 What does the woman do before open mouth ?catch up by someone	What does the woman do before open mouth ?lift head up	What does the woman do before open mouth ?look the other way	What does the woman do before open mouth ?start smile	What does the woman do before open mouth ?can't see face
2 1 TRANS58899 tumblr_ngg9bevBOT1qgbj39o1_500 What does the guy with black hair do before turn away ?close mouth	What does the guy with black hair do before turn away ?laugh	What does the guy with black hair do before turn away ?hold right arm up	What does the guy with black hair do before turn away ?fall over	What does the guy with black hair do before turn away ?move left arm
4 0 TRANS30535 tumblr_n95xq1FqHa1s0ea0ao1_400 What does the bird do before fall down hill ?rub face in snow	What does the bird do before fall down hill ?play a guitar	What does the bird do before fall down hill ?change color to white	What does the bird do before fall down hill ?reach up with stick turn and smile	What does the bird do before fall down hill ?a chair
0 4 TRANS53792 tumblr_nfojm1yS181u4xddzo1_500 What does the woman do after stuff mouth with cake ?stick tongue out	What does the woman do after stuff mouth with cake ?smile and turn	What does the woman do after stuff mouth with cake ?touch head to the other man	What does the woman do after stuff mouth with cake ?pick up other guy	What does the woman do after stuff mouth with cake ?raise eyebraws
1 2 TRANS52843 tumblr_njrjzx34Cp1sppgpxo1_500 What does the woman do beforehand up ?jump over barrel	What does the woman do beforehand up ?talk	What does the woman do beforehand up ?hand down	What does the woman do beforehand up ?run from elf	What does the woman do beforehand up ?fall
