0 1 TRANS24492 tumblr_nbjsyhLncl1tujnioo1_500 What does the man do after look serious ?step back	What does the man do after look serious ?drink from a glass	What does the man do after look serious ?wave hand around	What does the man do after look serious ?slide on two wheels	What does the man do after look serious ?cross road
2 1 TRANS21780 tumblr_nq08bwWkhR1tu1digo1_r1_400 What does the girl do after hair on left side of video ?leap into the air	What does the girl do after hair on left side of video ?hair on right side of video	What does the girl do after hair on left side of video ?jump on back	What does the girl do after hair on left side of video ?drive away	What does the girl do after hair on left side of video ?hit window
3 1 TRANS46459 tumblr_ncmh5cTtJl1t6qjd2o1_400 What does the man do before kick leg ?smile	What does the man do before kick leg ?play air guitar	What does the man do before kick leg ?shake head	What does the man do before kick leg ?drop weight	What does the man do before kick leg ?flip microphone
2 1 TRANS35421 tumblr_nai0l5mxue1tosnwso1_400 What does the man on right do before dancing ?lift left hand up	What does the man on right do before dancing ?talking	What does the man on right do before dancing ?bend down	What does the man on right do before dancing ?bounce back	What does the man on right do before dancing ?slide down the hill on head
1 3 TRANS19604 tumblr_nr5189zMVE1tewmvuo1_400 What does the woman do after look forward ?nod	What does the woman do after look forward ?shake head	What does the woman do after look forward ?toss hair	What does the woman do after look forward ?open mouth	What does the woman do after look forward ?fade from red
2 3 TRANS22754 tumblr_naouexEr5g1tvo8v1o1_500 What does the man do after sing into microphone ?drive straight	What does the man do after sing into microphone ?run	What does the man do after sing into microphone ?lower arm	What does the man do after sing into microphone ?smile	What does the man do after sing into microphone ?on the ground
3 1 TRANS48643 tumblr_nq9j5lIaD11uz0qnyo1_500 What does the lady do before lean on wall ?talk	What does the lady do before lean on wall ?lift head	What does the lady do before lean on wall ?laugh	What does the lady do before lean on wall ?lie on a stair	What does the lady do before lean on wall ?say yes
4 2 TRANS35336 tumblr_nq90j9QffG1ux81poo1_500 What does the woman do after stand ?eat something	What does the woman do after stand ?ride a skateboard	What does the woman do after stand ?touch hair	What does the woman do after stand ?raise eyebrows	What does the woman do after stand ?walk to the stage
1 2 TRANS756 tumblr_nbi0u01XqX1qje303o1_250 What does the woman do after upside down ?smirk	What does the woman do after upside down ?at the bottom of the stairs	What does the woman do after upside down ?kiss a guy	What does the woman do after upside down ?land on man	What does the woman do after upside down ?skate
4 2 TRANS39844 tumblr_noagkbLLFO1rz4xj6o1_1280 What does the guy on left do after high five with another guy ?swing guitar	What does the guy on left do after high five with another guy ?lift arm	What does the guy on left do after high five with another guy ?talk	What does the guy on left do after high five with another guy ?flip page	What does the guy on left do after high five with another guy ?roll over
4 3 TRANS3108 tumblr_n9okijMTqj1s8thapo1_r1_500 What does the man do after smile ?strum a guitar	What does the man do after smile ?pucker lips	What does the man do after smile ?ponder	What does the man do after smile ?close eye	What does the man do after smile ?wave finger
3 0 TRANS58053 tumblr_naxjabeSW11t2s1j1o1_500 What does the man in hat do before raise fist ?face camera	What does the man in hat do before raise fist ?run	What does the man in hat do before raise fist ?throw something	What does the man in hat do before raise fist ?jump up	What does the man in hat do before raise fist ?pick hand up
0 4 TRANS54117 tumblr_ndrwj65Ync1tvhg9no1_500 What does the woman do before stand still ?throw elbow	What does the woman do before stand still ?smile	What does the woman do before stand still ?touch face	What does the woman do before stand still ?walk from behind a woman	What does the woman do before stand still ?move
2 4 TRANS34599 tumblr_n9w8hfBMxV1qcg311o1_400 What does the girl do before place hand on face ?no expression	What does the girl do before place hand on face ?speak	What does the girl do before place hand on face ?lie on bed	What does the girl do before place hand on face ?talk to the man	What does the girl do before place hand on face ?grab hand
1 3 TRANS11451 tumblr_nbc0wacKC51rc5ot0o1_400 What does the woman do before force big smile ?tap other guy on shoulder	What does the woman do before force big smile ?pour sauce	What does the woman do before force big smile ?attack man	What does the woman do before force big smile ?look thoughtful	What does the woman do before force big smile ?wave a finger on both hand
1 3 TRANS27484 tumblr_n8ott1a35b1tgkdkbo1_400 What does the person do after make a shock wave ?fix shirt	What does the person do after make a shock wave ?flip off track	What does the person do after make a shock wave ?stare someone	What does the person do after make a shock wave ?spread right fingers	What does the person do after make a shock wave ?punch guy
0 3 TRANS36097 tumblr_nl0b1fP4gV1tkr178o1_400 What does the elephant with a hat do before play the guitar ?place something on a shelf	What does the elephant with a hat do before play the guitar ?begin smile	What does the elephant with a hat do before play the guitar ?open door	What does the elephant with a hat do before play the guitar ?slap friend's hand	What does the elephant with a hat do before play the guitar ?looking at the camera
4 0 TRANS45465 tumblr_nh07lr7LIE1tqm4yoo1_500 What does the man do before looks away ?sticks out tongue	What does the man do before looks away ?talk	What does the man do before looks away ?raise arm	What does the man do before looks away ?open eye	What does the man do before looks away ?close mouth
0 1 TRANS11783 tumblr_nijs54Y2VP1u0w4yoo1_250 What does the man do before say something ?glance at something	What does the man do before say something ?raise arm	What does the man do before say something ?punch girl in face	What does the man do before say something ?blank face	What does the man do before say something ?sits on leaf
0 4 TRANS12428 tumblr_naidmtIv1H1twoe5do1_400 What does the kitten do after wave ?dump water on head	What does the kitten do after wave ?exit the room	What does the kitten do after wave ?squat	What does the kitten do after wave ?dive into the water	What does the kitten do after wave ?touch mouth
2 4 TRANS38512 tumblr_nr8msaCuBE1u84va7o1_400 What does the woman with black hair do after hold head ?lean forward	What does the woman with black hair do after hold head ?lift it over head	What does the woman with black hair do after hold head ?flip cloth	What does the woman with black hair do after hold head ?swing controller	What does the woman with black hair do after hold head ?say yes
2 0 TRANS37505 tumblr_ndqtrnPBRk1tgvzrro1_500 What does the boy do before smile at the camera ?drink coffe	What does the boy do before smile at the camera ?step up	What does the boy do before smile at the camera ?move head	What does the boy do before smile at the camera ?spin out of control	What does the boy do before smile at the camera ?flip hair
3 0 TRANS25575 tumblr_no2uurCK7e1svtlk8o1_400 What does the teenager in white shirt do before look at the camera ?pray upwards	What does the teenager in white shirt do before look at the camera ?slide to a stop	What does the teenager in white shirt do before look at the camera ?spin around with a man on head	What does the teenager in white shirt do before look at the camera ?slightly smile	What does the teenager in white shirt do before look at the camera ?lower hand
3 1 TRANS41579 tumblr_nqzqaupSSA1u96zdso1_500 What does the man do before step back ?lift eyebrows up	What does the man do before step back ?look down	What does the man do before step back ?raise finger	What does the man do before step back ?spin	What does the man do before step back ?kiss
2 0 TRANS41843 tumblr_nqvhzxnaMr1rs13u4o1_400 What does the batter do before celebrate with team ?swing at pitch	What does the batter do before celebrate with team ?talk	What does the batter do before celebrate with team ?leave	What does the batter do before celebrate with team ?have tail out of vase	What does the batter do before celebrate with team ?lie down
4 0 TRANS6830 tumblr_nekdh5z6iB1tw8vf9o1_250 What does the man do after get kicked ?falls back	What does the man do after get kicked ?listen to someone	What does the man do after get kicked ?skate on the ground	What does the man do after get kicked ?tilt head to the left	What does the man do after get kicked ?dig
4 1 TRANS48627 tumblr_nhsrz51SVx1qf6ezuo1_500 What does the man do before point finger up ?run with their head down	What does the man do before point finger up ?smile	What does the man do before point finger up ?kick ball	What does the man do before point finger up ?drop one hand	What does the man do before point finger up ?raise hair
